name,rating,numrev,goog_price,cuisine
The Piggery,4.0,79,$, Hamburger 
gather,4.6,70,$$, American 
Vincent,4.6,29,$$, Bistro
Takito Kitchen,4.2,48,$, Mexican 
Elizabeth,4.7,27,$$$, American 
ATK,4.4,51,$, Thai 
Milt's Barbecue for the Perplexed,4.3,71,$$, Barbecue 
Rickshaw Republic,4.4,50,$, Indonesian 
Pl-zeň,4.6,59,$$, Gastropub
Bub City,4.0,175,$$, Barbecue 
The Lobby,4.1,20,$$$, American 
bellyQ,4.3,108,$$, Asian 
Embeya,4.5,44,$$$, Thai 
Grace,4.6,41,$$$$, New American 
Fat Rice,4.5,79,$$, Southeast Asian 
Parson's Chicken &amp; Fish,4.3,205,$, Chicken 
"Table, Donkey and Stick",4.4,66,$$, Eclectic 
Bar Pastoral,4.4,21,$, American 
The Boarding House,4.3,52,$$$, New American 
Brindille,4.3,12,$$$$, French 
Siena Tavern,4.4,195,$$, Italian 
Sumi Robata Bar,4.5,29,$$$, Japanese 
Sushi Dokku,4.4,50,$$$, Japanese 
Mott St.,4.5,42,$$, Asian 
Beatrix,4.4,193,$$, American 
Tre Soldi,4.2,53,$$, Italian 
La Sirena Clandestina,4.3,57,$$, Brazilian 
County,4.3,73,$, Barbecue 
NEXT,4.8,73,$$$$, Eclectic 
The Dawson,4.2,86,$$, Traditional American 
Nico Osteria,4.3,64,$$$, Italian 
Dusek's (Board &amp; Beer),4.4,116,$$$, Bar
A10,3.9,54,$$, Italian 
42 Grams,4.8,12,$$$$, American 
TWO,4.6,42,$$, New American 
Fulton Market Kitchen,4.1,37,$$$, American 
Osteria Langhe,4.4,20,$$, Italian 
Parachute,4.1,45,$$, Korean 
The Radler,4.2,77,$$, German 
Summer House Santa Monica,4.0,117,$$, American 
Bottlefork,4.2,53,$$, Bar & Grill
Celeste,4.0,45,$$, American 
Ramen-san,4.1,174,$$, Ramen 
Oak + Char,4.5,26,$$, American 
Salero,4.5,24,$$, Spanish 
RPM Steak,4.4,101,$$$, Steak House
High Five Ramen,4.6,66,$, Ramen 
ampersand wine bar,4.1,7,$$, New American 
Via Lima,4.0,18,$$, Peruvian 
Ixcateco Grill,4.5,16,$$$, Mexican 
The Blanchard,4.3,12,$$$, French 
Remington's,4.4,45,$$$, American 
NoMI Kitchen,4.5,121,$$$, American 
C Chicago,4.1,24,$$$, Seafood 
Miku Sushi,4.3,33,$$, Japanese 
White Oak Tavern &amp; Inn,4.0,12,$$, American 
The Angry Crab,4.3,180,$$, Seafood 
Dove's Luncheonette,4.5,83,$$, Diner
Community Tavern,4.6,27,$$$, Steak House
mfk.,4.5,26,$$, Seafood 
Acanto,4.3,26,$$, Cocktail Bar
Bascule Wine Bar,4.5,5,$$, Wine Bar
Cochon Volant,4.1,74,$$$, French 
The Kitchen,4.5,49,$$, American 
Momotaro,4.5,83,$$$, Japanese 
Honky Tonk BBQ,4.3,166,$, Barbecue 
Side Door,4.3,34,$$, Gastropub
Pearl's Southern Comfort,4.4,43,$$, Southern  (US)
de Quay,4.5,14,$$, Dutch 
Prime &amp; Provisions,4.3,50,$$$$, Steak House
Bohemian House,4.6,70,$$, European 
Friendship,3.7,75,$$, Chinese 
Dolce,3.9,16,$$$, Italian 
Arya Bhavan,2.7,45,$$, Indian 
Izakaya Mita,4.5,27,$$, Japanese 
Taus Authentic,4.2,14,$$$, New American 
Juno,4.8,19,$$$, Sushi 
Luella's Southern Kitchen,4.3,76,$, Southern  (US)
La Plena,4.3,28,$, Puerto Rican 
The Franklin Room,4.8,56,$$, American 
The Promontory,4.2,142,$$$, American 
Rural Society,4.2,14,$$$, Argentinian 
Les Nomades,4.5,31,$$$$, French 
Mana Food Bar,4.5,113,$$, Vegetarian 
Mercat a la Planxa,4.0,162,$$$, Spanish 
mk,4.5,88,$$$, New American 
Paramount Room,4.1,70,$$, Bar
Pho Xe Tang - Tank Noodle,4.2,248,$$, Vietnamese 
Ras Dashen,4.2,94,$$, Ethiopian 
Riva,3.6,102,$$$, Seafood 
The Rosebud,4.4,130,$$, Italian 
Schwa,4.6,51,$$$$, New American 
Spacca Napoli,4.6,196,$$, Pizza 
Topolobampo,4.3,155,$$$, Mexican 
Tru,4.4,91,$$$$, French 
North Pond,4.4,66,$$$, American 
Everest,4.3,80,$$$$, French 
La Sardine,4.5,40,$$, French 
Spiaggia,4.3,104,$$$$, Italian 
Mon Ami Gabi,4.4,69,$$, French 
Paprika,3.6,23,$$, Vegetarian 
Bavette's Bar &amp; Boeuf,4.6,128,$$$, Steak House
Tortoise Club,4.1,41,$$$, American 
Travelle,4.2,18,$$$, American 
Staropolska,4.6,87,$$, Polish 
Charlatan,4.2,29,$$, Italian 
The Duck Inn,4.2,44,$$, American 
