name,rev,price
Sushi Katsuei,"4.7
52 Google reviews",$$ · Sushi Restaurant · Brooklyn
Uma,None,None
Houdini Kitchen Laboratory,"4.2
65 Google reviews",$$ · American Restaurant · Ridgewood
Spicy Lanka,"4.3
20 Google reviews",Sri Lankan Restaurant · Jamaica
Hatsuhana,"4.4
107 Google reviews",$$$ · Sushi Restaurant
Root &amp; Bone,"4.2
126 Google reviews",$$ · Southern Restaurant (US)
The Clocktower,"4.6
29 Google reviews",$$$ · New American Restaurant
Babbalucci,"4.8
37 Google reviews",$$ · Italian Restaurant
Chefs Club,"4.5
43 Google reviews",$$$ · Eclectic Restaurant
Tuome,"4.5
31 Google reviews",$$ · American Restaurant
Kiin Thai,"3.9
48 Google reviews",$ · Thai Restaurant
Haldi,"4.2
24 Google reviews",$$ · Indian Restaurant
Aldo Sohm Wine Bar,"4.5
33 Google reviews",$$ · Wine Bar
Faro,"4.7
51 Google reviews",$$$ · Italian Restaurant · Brooklyn
Al Seabu,"4.0
13 Google reviews",$ · Malaysian Restaurant · Brooklyn
Pier A,"4.1
199 Google reviews",$$ · Seafood Restaurant
Marta,"4.3
117 Google reviews",$$ · Pizza Restaurant
Houseman,"4.2
11 Google reviews",$$$ · American Restaurant · Hudson Square
Krupa Grocery,"4.4
41 Google reviews",$$ · American Restaurant · Brooklyn
Pippali,"4.5
63 Google reviews",$$ · Indian Restaurant
Sessanta,"4.1
18 Google reviews",$$$ · Italian Restaurant
Salt + Charcoal,"3.8
33 Google reviews",$$$ · Japanese Restaurant · Brooklyn
Mar's,None,None
Blenheim,"4.2
22 Google reviews",$$ · New American Restaurant
BLVD Bistro,"4.5
51 Google reviews",Soul Food Restaurant
Iki Japanese,"4.2
12 Google reviews",Japanese Restaurant · Flushing
Samudra,"3.8
53 Google reviews",Vegetarian Restaurant · Jackson Heights
Via Carota,"4.5
63 Google reviews",$$ · Italian Restaurant
Tre Otto,"3.6
20 Google reviews",$$ · Italian Restaurant
Bocelli,"4.3
42 Google reviews",$$ · Italian Restaurant · Staten Island
Mario's,"4.0
49 Google reviews",$$ · Neapolitan Restaurant · Bronx
cocoron,"4.5
68 Google reviews",$$ · Japanese Restaurant
Louie and Chan,"4.3
39 Google reviews",$$ · Italian Restaurant
Il Gattopardo,"4.2
39 Google reviews",$$$ · Neapolitan Restaurant
Le Fond,"4.9
21 Google reviews",$$ · French Restaurant · Brooklyn
Anassa Taverna,"3.7
27 Google reviews",$$$ · Greek Restaurant
Limani,None,None
Kao Soy,"4.4
28 Google reviews",$$ · Thai Restaurant · Brooklyn
Semilla,"4.5
24 Google reviews",$$$$ · American Restaurant · Brooklyn
Au Za'atar,"3.8
38 Google reviews",$$ · Middle Eastern Restaurant
Bowery Meat Company,"4.7
36 Google reviews",$$$ · New American Restaurant
Noreetuh,"4.6
43 Google reviews",$$ · Hawaiian Restaurant
Little Park,"4.3
61 Google reviews",$$$ · American Restaurant
Dumpling Galaxy,"4.2
31 Google reviews",$ · Dumpling Restaurant · Flushing
The Bao,"4.3
107 Google reviews",$ · Sichuan Restaurant
Donostia,"4.4
25 Google reviews",$$ · Basque Restaurant
Dojo Izakaya,None,$$ · Japanese Restaurant
Dirt Candy,None,None
Dirt Candy,"4.4
133 Google reviews",$$$ · Vegetarian Restaurant
Jora,"4.1
55 Google reviews",Peruvian Restaurant · Long Island City
O Lavrador,,
Risotteria Melotti,"4.6
37 Google reviews",$$ · Italian Restaurant
Virginia's,"4.6
19 Google reviews",$$$ · American Restaurant
Wassail,"4.4
34 Google reviews",$$ · Gastropub
Loi Estiatorio,"4.2
93 Google reviews",$$$ · Greek Restaurant
Shuko,"4.5
20 Google reviews",$$$$ · Japanese Restaurant
O Ya,"4.8
19 Google reviews",$$$$ · Japanese Restaurant
Cosme,"4.3
144 Google reviews",$$ · Mexican Restaurant
Yuzu,"4.0
24 Google reviews",Japanese Restaurant
Eugene &amp; Co.,"4.6
31 Google reviews",$$ · New American Restaurant · Brooklyn
Malaysian Kitchen,"3.9
14 Google reviews",Malaysian Restaurant
Untitled,"4.2
58 Google reviews",$$$ · American Restaurant
The Little Beet Table,None,$$ · Restaurant
Gabriel Kreuther,"4.4
43 Google reviews",$$$ · Modern French Restaurant
The Finch,"4.3
22 Google reviews",$$$ · American Restaurant · Brooklyn
Bricolage,"4.5
33 Google reviews",$$ · Gastropub · Brooklyn
Park Avenue,"4.2
192 Google reviews",$$$ · New American Restaurant
Rebelle,"4.5
22 Google reviews",$$$ · French Restaurant
L'Antagoniste,"4.6
23 Google reviews",$$ · French Restaurant · Brooklyn
Park Asia,"3.9
58 Google reviews",$$ · Chinese Restaurant · Brooklyn
Upland,"4.3
106 Google reviews",$$ · American Restaurant
Donguri,"4.2
17 Google reviews",Japanese Restaurant
Gastroteca,"4.2
66 Google reviews",$$ · Gastropub · Queens
Mundo,"4.5
66 Google reviews",Eclectic Restaurant · Long Island City
Santina,"3.9
93 Google reviews",$$$ · Italian Restaurant
The Ribbon,"4.1
37 Google reviews",$$$ · New American Restaurant
Nocciola,"4.9
21 Google reviews",Italian Restaurant
Sweet Yummy House,"3.6
15 Google reviews",$ · Chinese Restaurant · Flushing
Tempura Matsui,"4.1
10 Google reviews",$$$$ · Japanese Restaurant
Thai Rock,"4.2
65 Google reviews",$$ · Thai Restaurant · Rockaway Beach
Balvanera,"4.4
35 Google reviews",$$$ · Steak House
Trattoria Romana da Vittorio,"4.4
42 Google reviews",$$$ · Italian Restaurant · Staten Island
Dirty French,"4.1
59 Google reviews",$$$ · French Restaurant
Nerai,"4.5
48 Google reviews",$$$ · Greek Restaurant
Arrogant Swine,"4.0
58 Google reviews",$ · Barbecue Restaurant · Brooklyn
Greenpoint Fish &amp; Lobster Co.,None,None
Lupulo,"4.0
59 Google reviews",$$$ · Portuguese Restaurant
Kang Suh,"3.5
81 Google reviews",$$ · Korean Restaurant
Hometown Bar-B-Que,"4.5
218 Google reviews",$$ · Barbecue Restaurant · Brooklyn
Okonomi,"4.6
103 Google reviews",$ · Japanese Restaurant · Brooklyn
Cherche Midi,"4.0
141 Google reviews",$$ · French Restaurant
Casa del Chef Bistro,"4.7
8 Google reviews",New American Restaurant · Woodside
Kura,"4.9
37 Google reviews",Japanese Restaurant
Streetbird Rotisserie,"3.7
90 Google reviews",$ · Chicken Restaurant
Patroon,"4.0
42 Google reviews",$$$$ · New American Restaurant
Sushi Yasaka,"4.4
166 Google reviews",$$ · Sushi Restaurant
Mu Ramen,"4.3
110 Google reviews",$$ · Ramen Restaurant · Long Island City
The Black Ant,"3.9
48 Google reviews",$$ · Mexican Restaurant
Oiji,"4.3
36 Google reviews",$$$ · Korean Restaurant
Thelma on Clinton,"4.1
15 Google reviews",$$ · American Restaurant
Kung Fu Little Steamed Buns Ramen,"4.1
141 Google reviews",$ · Asian Fusion Restaurant
Kitchen 79,"4.4
31 Google reviews",$$ · Thai Restaurant · Jackson Heights
Paet Rio,"4.4
14 Google reviews",Thai Restaurant · Queens
Daniel,"4.5
510 Google reviews",$$$$ · French Restaurant
Bobby Van's,None,None
Mr Chow,"3.7
64 Google reviews",$$$ · Chinese Restaurant
P.J. Clarke's,None,None
Blue Ribbon,None,None
Petrossian,"4.2
90 Google reviews",$$$ · French Restaurant
Fig &amp; Olive,None,None
Katz's,"4.1
2,742 Google reviews",$$ · Deli
Spiga,"4.2
36 Google reviews",$$ · Italian Restaurant
Frankies 457 Spuntino,"4.5
196 Google reviews",$$ · Italian Restaurant · Brooklyn
Del Posto,"4.4
331 Google reviews",$$$$ · Italian Restaurant
A Voce Madison,"4.1
121 Google reviews",$$$ · Italian Restaurant
Blaue Gans,"4.2
97 Google reviews",$$$ · Austrian Restaurant
J.G. Melon,None,None
Brasserie Ruhlmann,"3.8
39 Google reviews",$$$ · French Restaurant
El Parador,"4.1
67 Google reviews",$$$ · Mexican Restaurant
Taboon,"4.5
107 Google reviews",$$$ · Mediterranean Restaurant
Pacificana,"3.7
91 Google reviews",$$ · Dim Sum Restaurant · Brooklyn
Luzzo's,"4.2
173 Google reviews",$$ · Pizza Restaurant
Tori Shin,"4.4
25 Google reviews",$$$$ · Japanese Restaurant
Urubamba,"3.6
70 Google reviews",$$ · Peruvian Restaurant · Jackson Heights
Xe Lua,"4.3
48 Google reviews",$$ · Vietnamese Restaurant
Tipsy Parson,"3.9
123 Google reviews",$$ · Gastropub
Pylos,"4.5
150 Google reviews",$$$ · Greek Restaurant
The Breslin,"4.2
347 Google reviews",$$$ · British Restaurant
A Casa Fox,"4.1
33 Google reviews",$$ · Restaurant
Don's Bogam,"4.2
109 Google reviews",$$ · Korean Restaurant
Soba Totto,"4.2
97 Google reviews",$$$ · Japanese Restaurant
Madangsui,"4.0
85 Google reviews",$$ · Korean Restaurant
Oceana,"4.3
131 Google reviews",$$$ · Seafood Restaurant
Caravaggio,"4.1
26 Google reviews",$$$$ · Italian Restaurant
Community Food &amp; Juice,"3.9
160 Google reviews",$$ · American Restaurant
Miranda,"4.3
27 Google reviews",$$$ · Italian Restaurant · Brooklyn
Main Street Imperial Taiwanese Gourmet,"4.0
29 Google reviews",$ · Taiwanese Restaurant · Flushing
Laut,"4.1
154 Google reviews",$$ · Malaysian Restaurant
Print,"4.3
73 Google reviews",$$$ · New American Restaurant
Jake's Steakhouse,"4.2
56 Google reviews",$$$ · Steak House · Bronx
Nom Wah Tea Parlor,"4.1
273 Google reviews",$$ · Tea House
El Mio Cid,"3.6
29 Google reviews",$$ · Tapas Restaurant · Brooklyn
Sura,"3.6
28 Google reviews",$$ · Thai Restaurant
Taci's Beyti,"4.4
176 Google reviews",$$ · Turkish Restaurant · Brooklyn
Uncle Zhou,"4.1
24 Google reviews",$ · Mandarin Restaurant
Lulu &amp; Po,"4.2
14 Google reviews",$$ · New American Restaurant · Brooklyn
Larb Ubol,"4.3
82 Google reviews",$ · Thai Restaurant
Morgan's BBQ,"4.2
143 Google reviews",$ · Barbecue Restaurant · Brooklyn
Tessa,"4.3
36 Google reviews",$$ · Mediterranean Restaurant
Navy,"4.0
17 Google reviews",$$ · Seafood Restaurant
Russ &amp; Daughters Cafe,"4.5
162 Google reviews",$$ · Jewish Restaurant
Gregory's 26 Corner Taverna,"4.4
25 Google reviews",$$ · Pub · Long Island City
